ICAO,YEAR,PHASE,STND,RWY,SMPL,REF_MEAN,REF_P20,REF_P05,REF_P15,REF_PBWG
EGLL,2023,ARR,233R,27R,59,8,5,4.9,5,4.95
EGLL,2023,ARR,235,09L,316,8.148734177215188,5,4,5,4.5
EGLL,2023,ARR,235,09R,5,11.6,6.4,4.6,5.800000000000001,5.2
EGLL,2023,ARR,235,27L,330,11.345454545454546,7,6,7,6.5
EGLL,2023,ARR,235,27R,369,10.682926829268292,7,5,6,5.5
EGLL,2023,ARR,236,09L,346,7.849710982658959,5,4,5,4.5
EGLL,2023,ARR,236,09R,5,11,5.800000000000001,5.199999999999999,5.6,5.3999999999999995
EGLL,2023,ARR,236,27L,391,9.759590792838873,7,5,7,6
EGLL,2023,ARR,236,27R,433,9.695150115473442,7,6,6.799999999999997,6.399999999999999
EGLL,2023,ARR,237,09L,212,8.976415094339623,6,5,6,5.5
EGLL,2023,ARR,237,09R,3,8.666666666666666,7,7,7,7
EGLL,2023,ARR,237,27L,289,9.674740484429066,7,6,7,6.5
EGLL,2023,ARR,237,27R,283,10.45583038869258,7,6,7,6.5
EGLL,2023,ARR,237L,09L,173,8.728323699421967,5,4,5,4.5
EGLL,2023,ARR,237L,09R,2,9.5,8,7.25,7.75,7.5
EGLL,2023,ARR,237L,27L,236,8.508474576271187,5,4,5,4.5
EGLL,2023,ARR,237L,27R,229,8.502183406113536,5,5,5,5
EGLL,2023,ARR,237R,09L,202,7.876237623762375,5,4,5,4.5
EGLL,2023,ARR,237R,09R,1,5,5,5,5,5
EGLL,2023,ARR,237R,27L,244,7.700819672131148,5,4,5,4.5
EGLL,2023,ARR,237R,27R,246,8.650406504065042,6,5,5,5
EGLL,2023,ARR,238,09L,402,8.529850746268657,5,5,5,5
EGLL,2023,ARR,238,09R,5,7.2,3.8,3.2,3.6,3.4000000000000004
EGLL,2023,ARR,238,27L,472,9.036016949152543,6,5,6,5.5
EGLL,2023,ARR,238,27R,492,10.058943089430894,7,6,7,6.5
EGLL,2023,ARR,239,09L,372,8.559139784946236,6,5,5,5
EGLL,2023,ARR,239,09R,9,6.555555555555555,5,4.4,5,4.7
EGLL,2023,ARR,239,27L,468,8.4017094017094,6,5,6,5.5
EGLL,2023,ARR,239,27R,499,10.412825651302606,8,6,7,6.5
EGLL,2023,ARR,241,09L,349,8.151862464183381,6,5,6,5.5
EGLL,2023,ARR,241,09R,12,6.75,5,4.55,5,4.775
EGLL,2023,ARR,241,27L,415,8.89156626506024,6,5,6,5.5
EGLL,2023,ARR,241,27R,457,10.150984682713347,8,6,7,6.5
EGLL,2023,ARR,242,09L,309,7.7799352750809065,6,5,5,5
EGLL,2023,ARR,242,09R,22,6.181818181818182,5,4,4.15,4.075
EGLL,2023,ARR,242,27L,394,9.675126903553299,7,6,7,6.5
EGLL,2023,ARR,242,27R,453,11.620309050772628,8,7,8,7.5
EGLL,2023,ARR,243,09L,350,8.682857142857141,6,5,5,5
EGLL,2023,ARR,243,09R,6,7,6,4.5,5.5,5
EGLL,2023,ARR,243,27L,426,9.938967136150236,7,6,7,6.5
EGLL,2023,ARR,243,27R,478,10.922594142259415,8,6,8,7
EGLL,2023,ARR,243L,09L,66,8.666666666666666,6,5,6,5.5
EGLL,2023,ARR,243L,27L,88,8.65909090909091,6,5,6,5.5
EGLL,2023,ARR,243L,27R,88,9.625,6,5,6,5.5
EGLL,2023,ARR,243R,09L,71,9.35211267605634,6,5,6,5.5
EGLL,2023,ARR,243R,09R,1,5,5,5,5,5
EGLL,2023,ARR,243R,27L,87,8.689655172413794,6,5,5,5
EGLL,2023,ARR,243R,27R,87,8.908045977011493,6,5,5.9,5.45
EGLL,2023,ARR,244,09L,325,7.584615384615385,5,4,5,4.5
EGLL,2023,ARR,244,09R,4,7.25,5.800000000000001,4.449999999999999,5.35,4.8999999999999995
EGLL,2023,ARR,244,27L,380,10.33157894736842,7,6,7,6.5
EGLL,2023,ARR,244,27R,420,10.390476190476189,7,6,7,6.5
EGLL,2023,ARR,246,09L,432,7.918981481481482,5,4,5,4.5
EGLL,2023,ARR,246,09R,11,7.454545454545454,5,5,5,5
EGLL,2023,ARR,246,27L,496,10.816532258064518,8,6,7,6.5
EGLL,2023,ARR,246,27R,531,10.060263653483995,7,6,7,6.5
EGLL,2023,ARR,246L,09L,57,10.280701754385964,6,5,5,5
EGLL,2023,ARR,246L,27L,69,11.463768115942027,6,5,5,5
EGLL,2023,ARR,246L,27R,59,10.661016949152543,6,4,5.699999999999999,4.85
EGLL,2023,ARR,246R,09L,56,11.214285714285714,6,5,5,5
EGLL,2023,ARR,246R,27L,79,11.050632911392405,7,6,6,6
EGLL,2023,ARR,246R,27R,61,9.885245901639344,6,5,6,5.5
EGLL,2023,ARR,247,09L,288,7.6875,5,4,5,4.5
EGLL,2023,ARR,247,09R,6,8.666666666666666,6,6,6,6
EGLL,2023,ARR,247,27L,383,10.336814621409921,7,6,7,6.5
EGLL,2023,ARR,247,27R,396,9.381313131313131,7,5.75,6,5.875
EGLL,2023,ARR,247L,09L,104,7.182692307692308,5,5,5,5
EGLL,2023,ARR,247L,27L,125,9.168,6,5,5,5
EGLL,2023,ARR,247L,27R,119,8.252100840336135,5,4.9,5,4.95
EGLL,2023,ARR,247R,09L,107,7.401869158878505,5,4,5,4.5
EGLL,2023,ARR,247R,27L,128,8.53125,6,5,6,5.5
EGLL,2023,ARR,247R,27R,128,8.078125,5,5,5,5
EGLL,2023,ARR,248,09L,339,6.560471976401179,4,4,4,4
EGLL,2023,ARR,248,09R,12,10.333333333333332,6,5,5.65,5.325
EGLL,2023,ARR,248,27L,399,9.887218045112782,7,6,7,6.5
EGLL,2023,ARR,248,27R,453,8.596026490066226,6,5,6,5.5
EGLL,2023,ARR,249,09L,311,6.842443729903538,4,3,4,3.5
EGLL,2023,ARR,249,09R,4,7.25,5.6,5.1499999999999995,5.449999999999999,5.299999999999999
EGLL,2023,ARR,249,27L,371,10.22911051212938,8,6,7,6.5
EGLL,2023,ARR,249,27R,385,8.150649350649351,6,5,6,5.5
EGLL,2023,ARR,251,09L,5,7.8,5.800000000000001,5.199999999999999,5.6,5.3999999999999995
EGLL,2023,ARR,251,27L,14,9.214285714285714,6.6000000000000005,5.65,6,5.825
EGLL,2023,ARR,251,27R,8,10.75,7.4,7,7.05,7.025
EGLL,2023,ARR,252,09L,5,14.8,8,5,7,6
EGLL,2023,ARR,252,27L,4,7.25,5.6,5.1499999999999995,5.449999999999999,5.299999999999999
EGLL,2023,ARR,253,27L,1,10,10,10,10,10
EGLL,2023,ARR,253,27R,3,10,8.2,7.3,7.9,7.6
EGLL,2023,ARR,253L,09L,233,7.862660944206009,5,5,5,5
EGLL,2023,ARR,253L,09R,4,6.75,4.6,4.15,4.45,4.300000000000001
